GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2004,2004,,AFR,Africa,,WB_LI,2004,2004,Low-income,,ZWE,Zimbabwe,,54,54.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,ZWE,Zimbabwe,,68,68.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_LI,2006,2006,Low-income,,ZWE,Zimbabwe,,60,60.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_LI,2007,2007,Low-income,,ZWE,Zimbabwe,,78,78.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_LI,2008,2008,Low-income,,ZWE,Zimbabwe,,74,74.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_LI,2009,2009,Low-income,,ZWE,Zimbabwe,,78,78.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,81,81.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,81,81.00000,,,,,
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2004,2004,,AFR,Africa,,WB_LI,2004,2004,Low-income,,ZWE,Zimbabwe,,45,45.00000,,,,,
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,ZWE,Zimbabwe,,65,65.00000,,,,,
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_LI,2006,2006,Low-income,,ZWE,Zimbabwe,,70,70.00000,,,,,
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_LI,2007,2007,Low-income,,ZWE,Zimbabwe,,79,79.00000,,,,,
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_LI,2008,2008,Low-income,,ZWE,Zimbabwe,,69,69.00000,,,,,
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_LI,2009,2009,Low-income,,ZWE,Zimbabwe,,74,74.00000,,,,,
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,75,75.00000,,,,,
TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,80,80.00000,,,,,
TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,17,17.00000,,,,,
TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,118,118.00000,,,,,
TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_LI,2012,2012,Low-income,,ZWE,Zimbabwe,,149,149.00000,,,,,
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,159,159.00000,,,,,
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,54,54.00000,,,,,
TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_LI,2012,2012,Low-income,,ZWE,Zimbabwe,,70,70.00000,,,,,
TB_e_mdr_num,Estimated MDR-TB cases among notified pulmonary TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1364,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_LI,2014,2014,Low-income,,ZWE,Zimbabwe,,940 [430- 1 500],940.00000,430.00000,1500.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1990,1990,,AFR,Africa,,WB_LI,1990,1990,Low-income,,ZWE,Zimbabwe,, 38 000 [ 15 000- 72 000],38000.00000,15000.00000,72000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1991,1991,,AFR,Africa,,WB_LI,1991,1991,Low-income,,ZWE,Zimbabwe,, 36 000 [ 16 000- 62 000],36000.00000,16000.00000,62000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1992,1992,,AFR,Africa,,WB_LI,1992,1992,Low-income,,ZWE,Zimbabwe,, 35 000 [ 18 000- 58 000],35000.00000,18000.00000,58000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1993,1993,,AFR,Africa,,WB_LI,1993,1993,Low-income,,ZWE,Zimbabwe,, 35 000 [ 18 000- 58 000],35000.00000,18000.00000,58000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1994,1994,,AFR,Africa,,WB_LI,1994,1994,Low-income,,ZWE,Zimbabwe,, 37 000 [ 19 000- 61 000],37000.00000,19000.00000,61000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1995,1995,,AFR,Africa,,WB_LI,1995,1995,Low-income,,ZWE,Zimbabwe,, 39 000 [ 20 000- 65 000],39000.00000,20000.00000,65000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1996,1996,,AFR,Africa,,WB_LI,1996,1996,Low-income,,ZWE,Zimbabwe,, 42 000 [ 21 000- 72 000],42000.00000,21000.00000,72000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1997,1997,,AFR,Africa,,WB_LI,1997,1997,Low-income,,ZWE,Zimbabwe,, 46 000 [ 22 000- 78 000],46000.00000,22000.00000,78000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1998,1998,,AFR,Africa,,WB_LI,1998,1998,Low-income,,ZWE,Zimbabwe,, 50 000 [ 24 000- 86 000],50000.00000,24000.00000,86000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1999,1999,,AFR,Africa,,WB_LI,1999,1999,Low-income,,ZWE,Zimbabwe,, 54 000 [ 26 000- 93 000],54000.00000,26000.00000,93000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,ZWE,Zimbabwe,, 57 000 [ 27 000- 98 000],57000.00000,27000.00000,98000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2001,2001,,AFR,Africa,,WB_LI,2001,2001,Low-income,,ZWE,Zimbabwe,, 59 000 [ 28 000- 100 000],59000.00000,28000.00000,100000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2002,2002,,AFR,Africa,,WB_LI,2002,2002,Low-income,,ZWE,Zimbabwe,, 60 000 [ 29 000- 100 000],60000.00000,29000.00000,100000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2003,2003,,AFR,Africa,,WB_LI,2003,2003,Low-income,,ZWE,Zimbabwe,, 61 000 [ 30 000- 100 000],61000.00000,30000.00000,100000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2004,2004,,AFR,Africa,,WB_LI,2004,2004,Low-income,,ZWE,Zimbabwe,, 62 000 [ 31 000- 100 000],62000.00000,31000.00000,100000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,ZWE,Zimbabwe,, 62 000 [ 32 000- 100 000],62000.00000,32000.00000,100000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_LI,2006,2006,Low-income,,ZWE,Zimbabwe,, 60 000 [ 31 000- 98 000],60000.00000,31000.00000,98000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_LI,2007,2007,Low-income,,ZWE,Zimbabwe,, 58 000 [ 30 000- 95 000],58000.00000,30000.00000,95000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_LI,2008,2008,Low-income,,ZWE,Zimbabwe,, 55 000 [ 29 000- 90 000],55000.00000,29000.00000,90000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_LI,2009,2009,Low-income,,ZWE,Zimbabwe,, 49 000 [ 25 000- 81 000],49000.00000,25000.00000,81000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,, 47 000 [ 24 000- 77 000],47000.00000,24000.00000,77000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,, 47 000 [ 25 000- 76 000],47000.00000,25000.00000,76000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_LI,2012,2012,Low-income,,ZWE,Zimbabwe,, 46 000 [ 24 000- 73 000],46000.00000,24000.00000,73000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_LI,2013,2013,Low-income,,ZWE,Zimbabwe,, 41 000 [ 22 000- 67 000],41000.00000,22000.00000,67000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_LI,2014,2014,Low-income,,ZWE,Zimbabwe,, 44 000 [ 24 000- 71 000],44000.00000,24000.00000,71000.00000,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_LI,2007,2007,Low-income,,ZWE,Zimbabwe,,79,79.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_LI,2008,2008,Low-income,,ZWE,Zimbabwe,,75,75.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_LI,2009,2009,Low-income,,ZWE,Zimbabwe,,92,92.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,88,88.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,94,94.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_LI,2012,2012,Low-income,,ZWE,Zimbabwe,,95,95.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_LI,2013,2013,Low-income,,ZWE,Zimbabwe,,96,96.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_LI,2014,2014,Low-income,,ZWE,Zimbabwe,,94,94.00000,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_LI,2007,2007,Low-income,,ZWE,Zimbabwe,,No,,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_LI,2008,2008,Low-income,,ZWE,Zimbabwe,,No,,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_LI,2009,2009,Low-income,,ZWE,Zimbabwe,,No,,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,No,,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,No,,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_LI,2012,2012,Low-income,,ZWE,Zimbabwe,,No,,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_LI,2013,2013,Low-income,,ZWE,Zimbabwe,,"Yes, using laboratories within and outside the country",,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_LI,2014,2014,Low-income,,ZWE,Zimbabwe,,"Yes, using laboratories within and outside the country",,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_LI,2008,2008,Low-income,,ZWE,Zimbabwe,,0.0,0.00000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_LI,2008,2008,Low-income,,ZWE,Zimbabwe,,0.0,0.00000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_LI,2006,2006,Low-income,,ZWE,Zimbabwe,,0.4,0.40000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_LI,2007,2007,Low-income,,ZWE,Zimbabwe,,0.4,0.40000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,ZWE,Zimbabwe,,0.4,0.40000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_LI,2009,2009,Low-income,,ZWE,Zimbabwe,,0.4,0.40000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_LI,2006,2006,Low-income,,ZWE,Zimbabwe,,0.4,0.40000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_LI,2007,2007,Low-income,,ZWE,Zimbabwe,,0.4,0.40000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,ZWE,Zimbabwe,,0.4,0.40000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_LI,2009,2009,Low-income,,ZWE,Zimbabwe,,0.4,0.40000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_LI,2013,2013,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_LI,2012,2012,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_LI,2014,2014,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_LI,2013,2013,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_LI,2012,2012,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_LI,2014,2014,Low-income,,ZWE,Zimbabwe,,0.7,0.70000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_LI,2008,2008,Low-income,,ZWE,Zimbabwe,,0.8,0.80000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,ZWE,Zimbabwe,,0.8,0.80000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_LI,2009,2009,Low-income,,ZWE,Zimbabwe,,0.9,0.90000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_LI,2011,2011,Low-income,,ZWE,Zimbabwe,,1.1,1.10000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_LI,2012,2012,Low-income,,ZWE,Zimbabwe,,1.3,1.30000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,ZWE,Zimbabwe,,1.3,1.30000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_LI,2006,2006,Low-income,,ZWE,Zimbabwe,,1.4,1.40000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_LI,2013,2013,Low-income,,ZWE,Zimbabwe,,1.4,1.40000,,,,,
